,ObservationDate,country,Confirmed,Deaths,Recovered,Code,latitude,longitude,New Confirmed,New Recovered,New Death
4881,03/28/2020,kuwait,235,0,64,KW,29.311659999999996,47.481766,10,7,0
3144,03/18/2020,kyrgyzstan,3,0,0,KG,41.20438,74.766098,3,0,0
3312,03/19/2020,kyrgyzstan,3,0,0,KG,41.20438,74.766098,0,0,0
3460,03/20/2020,kyrgyzstan,6,0,0,KG,41.20438,74.766098,3,0,0
3594,03/21/2020,kyrgyzstan,14,0,0,KG,41.20438,74.766098,8,0,0
3837,03/22/2020,kyrgyzstan,14,0,0,KG,41.20438,74.766098,0,0,0
3983,03/23/2020,kyrgyzstan,16,0,0,KG,41.20438,74.766098,2,0,0
4178,03/24/2020,kyrgyzstan,42,0,0,KG,41.20438,74.766098,26,0,0
4350,03/25/2020,kyrgyzstan,44,0,0,KG,41.20438,74.766098,2,0,0
4527,03/26/2020,kyrgyzstan,44,0,0,KG,41.20438,74.766098,0,0,0
4637,03/27/2020,kyrgyzstan,58,0,0,KG,41.20438,74.766098,14,0,0
4856,03/28/2020,kyrgyzstan,58,0,0,KG,41.20438,74.766098,0,0,0
4153,03/24/2020,laos,2,0,0,LA,19.856270000000002,102.495496,2,0,0
4284,03/25/2020,laos,3,0,0,LA,19.856270000000002,102.495496,1,0,0
4501,03/26/2020,laos,6,0,0,LA,19.856270000000002,102.495496,3,0,0
4640,03/27/2020,laos,6,0,0,LA,19.856270000000002,102.495496,0,0,0
4813,03/28/2020,laos,8,0,0,LA,19.856270000000002,102.495496,2,0,0
1260,03/02/2020,latvia,1,0,0,LV,56.879635,24.603189,1,0,0
1344,03/03/2020,latvia,1,0,0,LV,56.879635,24.603189,0,0,0
1423,03/04/2020,latvia,1,0,0,LV,56.879635,24.603189,0,0,0
1532,03/05/2020,latvia,1,0,0,LV,56.879635,24.603189,0,0,0
1629,03/06/2020,latvia,1,0,0,LV,56.879635,24.603189,0,0,0
1736,03/07/2020,latvia,1,0,0,LV,56.879635,24.603189,0,0,0
1838,03/08/2020,latvia,2,0,0,LV,56.879635,24.603189,1,0,0
1948,03/09/2020,latvia,6,0,0,LV,56.879635,24.603189,4,0,0
2028,03/10/2020,latvia,8,0,1,LV,56.879635,24.603189,2,1,0
2144,03/11/2020,latvia,10,0,1,LV,56.879635,24.603189,2,0,0
2235,03/12/2020,latvia,10,0,1,LV,56.879635,24.603189,0,0,0
2348,03/13/2020,latvia,17,0,1,LV,56.879635,24.603189,7,0,0
2469,03/14/2020,latvia,26,0,1,LV,56.879635,24.603189,9,0,0
2615,03/15/2020,latvia,30,0,1,LV,56.879635,24.603189,4,0,0
2799,03/16/2020,latvia,34,0,1,LV,56.879635,24.603189,4,0,0
2982,03/17/2020,latvia,49,0,1,LV,56.879635,24.603189,15,0,0
3121,03/18/2020,latvia,71,0,1,LV,56.879635,24.603189,22,0,0
3247,03/19/2020,latvia,86,0,1,LV,56.879635,24.603189,15,0,0
3421,03/20/2020,latvia,111,0,1,LV,56.879635,24.603189,25,0,0
3597,03/21/2020,latvia,124,0,1,LV,56.879635,24.603189,13,0,0
3813,03/22/2020,latvia,139,0,1,LV,56.879635,24.603189,15,0,0
3942,03/23/2020,latvia,180,0,1,LV,56.879635,24.603189,41,0,0
4115,03/24/2020,latvia,197,0,1,LV,56.879635,24.603189,17,0,0
4287,03/25/2020,latvia,221,0,1,LV,56.879635,24.603189,24,0,0
4462,03/26/2020,latvia,244,0,1,LV,56.879635,24.603189,23,0,0
4641,03/27/2020,latvia,280,0,1,LV,56.879635,24.603189,36,0,0
4816,03/28/2020,latvia,305,0,1,LV,56.879635,24.603189,25,0,0
764,02/21/2020,lebanon,1,0,0,LB,33.854721000000005,35.862285,1,0,0
798,02/22/2020,lebanon,1,0,0,LB,33.854721000000005,35.862285,0,0,0
846,02/23/2020,lebanon,1,0,0,LB,33.854721000000005,35.862285,0,0,0
868,02/24/2020,lebanon,1,0,0,LB,33.854721000000005,35.862285,0,0,0
905,02/25/2020,lebanon,1,0,0,LB,33.854721000000005,35.862285,0,0,0
954,02/26/2020,lebanon,2,0,0,LB,33.854721000000005,35.862285,1,0,0
1002,02/27/2020,lebanon,2,0,0,LB,33.854721000000005,35.862285,0,0,0
1061,02/28/2020,lebanon,2,0,0,LB,33.854721000000005,35.862285,0,0,0
1147,02/29/2020,lebanon,4,0,0,LB,33.854721000000005,35.862285,2,0,0
1186,03/01/2020,lebanon,10,0,0,LB,33.854721000000005,35.862285,6,0,0
1258,03/02/2020,lebanon,13,0,0,LB,33.854721000000005,35.862285,3,0,0
1335,03/03/2020,lebanon,13,0,0,LB,33.854721000000005,35.862285,0,0,0
1418,03/04/2020,lebanon,13,0,1,LB,33.854721000000005,35.862285,0,1,0
1508,03/05/2020,lebanon,16,0,1,LB,33.854721000000005,35.862285,3,0,0
1603,03/06/2020,lebanon,22,0,1,LB,33.854721000000005,35.862285,6,0,0
1702,03/07/2020,lebanon,22,0,1,LB,33.854721000000005,35.862285,0,0,0
1837,03/08/2020,lebanon,32,0,1,LB,33.854721000000005,35.862285,10,0,0
1918,03/09/2020,lebanon,32,0,1,LB,33.854721000000005,35.862285,0,0,0
2002,03/10/2020,lebanon,41,1,1,LB,33.854721000000005,35.862285,9,0,1
2117,03/11/2020,lebanon,61,3,1,LB,33.854721000000005,35.862285,20,0,2
2217,03/12/2020,lebanon,61,3,1,LB,33.854721000000005,35.862285,0,0,0
2347,03/13/2020,lebanon,77,3,1,LB,33.854721000000005,35.862285,16,0,0
2466,03/14/2020,lebanon,93,3,1,LB,33.854721000000005,35.862285,16,0,0
2616,03/15/2020,lebanon,110,3,1,LB,33.854721000000005,35.862285,17,0,0
2765,03/16/2020,lebanon,110,3,1,LB,33.854721000000005,35.862285,0,0,0
2923,03/17/2020,lebanon,120,3,3,LB,33.854721000000005,35.862285,10,2,0
3084,03/18/2020,lebanon,133,3,3,LB,33.854721000000005,35.862285,13,0,0
3250,03/19/2020,lebanon,157,4,4,LB,33.854721000000005,35.862285,24,1,1
3418,03/20/2020,lebanon,163,4,4,LB,33.854721000000005,35.862285,6,0,0
3598,03/21/2020,lebanon,187,4,4,LB,33.854721000000005,35.862285,24,0,0
3775,03/22/2020,lebanon,248,4,8,LB,33.854721000000005,35.862285,61,4,0
3945,03/23/2020,lebanon,267,4,8,LB,33.854721000000005,35.862285,19,0,0
4116,03/24/2020,lebanon,318,4,8,LB,33.854721000000005,35.862285,51,0,0
4288,03/25/2020,lebanon,333,6,20,LB,33.854721000000005,35.862285,15,12,2
4463,03/26/2020,lebanon,368,6,23,LB,33.854721000000005,35.862285,35,3,0
4642,03/27/2020,lebanon,391,8,27,LB,33.854721000000005,35.862285,23,4,2
4817,03/28/2020,lebanon,412,8,30,LB,33.854721000000005,35.862285,21,3,0
2762,03/16/2020,liberia,1,0,0,LR,6.4280550000000005,-9.429499,1,0,0
2924,03/17/2020,liberia,1,0,0,LR,6.4280550000000005,-9.429499,0,0,0
3085,03/18/2020,liberia,2,0,0,LR,6.4280550000000005,-9.429499,1,0,0
3251,03/19/2020,liberia,2,0,0,LR,6.4280550000000005,-9.429499,0,0,0
3422,03/20/2020,liberia,2,0,0,LR,6.4280550000000005,-9.429499,0,0,0
3599,03/21/2020,liberia,3,0,0,LR,6.4280550000000005,-9.429499,1,0,0
3777,03/22/2020,liberia,3,0,0,LR,6.4280550000000005,-9.429499,0,0,0
3946,03/23/2020,liberia,3,0,0,LR,6.4280550000000005,-9.429499,0,0,0
4117,03/24/2020,liberia,3,0,0,LR,6.4280550000000005,-9.429499,0,0,0
4289,03/25/2020,liberia,3,0,0,LR,6.4280550000000005,-9.429499,0,0,0
4464,03/26/2020,liberia,3,0,0,LR,6.4280550000000005,-9.429499,0,0,0
4643,03/27/2020,liberia,3,0,0,LR,6.4280550000000005,-9.429499,0,0,0
4818,03/28/2020,liberia,3,0,0,LR,6.4280550000000005,-9.429499,0,0,0
4118,03/24/2020,libya,1,0,0,LY,26.3351,17.228331,1,0,0
4290,03/25/2020,libya,1,0,0,LY,26.3351,17.228331,0,0,0
4465,03/26/2020,libya,1,0,0,LY,26.3351,17.228331,0,0,0
4644,03/27/2020,libya,1,0,0,LY,26.3351,17.228331,0,0,0
4819,03/28/2020,libya,3,0,0,LY,26.3351,17.228331,2,0,0
1398,03/04/2020,liechtenstein,1,0,0,LI,47.166000000000004,9.555373,1,0,0
1511,03/05/2020,liechtenstein,1,0,0,LI,47.166000000000004,9.555373,0,0,0
1624,03/06/2020,liechtenstein,1,0,0,LI,47.166000000000004,9.555373,0,0,0
1724,03/07/2020,liechtenstein,1,0,0,LI,47.166000000000004,9.555373,0,0,0
1808,03/08/2020,liechtenstein,1,0,0,LI,47.166000000000004,9.555373,0,0,0
1943,03/09/2020,liechtenstein,1,0,0,LI,47.166000000000004,9.555373,0,0,0
2029,03/10/2020,liechtenstein,1,0,0,LI,47.166000000000004,9.555373,0,0,0
2100,03/11/2020,liechtenstein,1,0,0,LI,47.166000000000004,9.555373,0,0,0
2228,03/12/2020,liechtenstein,1,0,0,LI,47.166000000000004,9.555373,0,0,0
2346,03/13/2020,liechtenstein,1,0,0,LI,47.166000000000004,9.555373,0,0,0
2470,03/14/2020,liechtenstein,4,0,0,LI,47.166000000000004,9.555373,3,0,0
2617,03/15/2020,liechtenstein,4,0,0,LI,47.166000000000004,9.555373,0,0,0
2766,03/16/2020,liechtenstein,4,0,0,LI,47.166000000000004,9.555373,0,0,0
2925,03/17/2020,liechtenstein,7,0,0,LI,47.166000000000004,9.555373,3,0,0
3086,03/18/2020,liechtenstein,28,0,0,LI,47.166000000000004,9.555373,21,0,0
3252,03/19/2020,liechtenstein,28,0,0,LI,47.166000000000004,9.555373,0,0,0
3423,03/20/2020,liechtenstein,28,0,0,LI,47.166000000000004,9.555373,0,0,0
3600,03/21/2020,liechtenstein,37,0,0,LI,47.166000000000004,9.555373,9,0,0
3778,03/22/2020,liechtenstein,37,0,0,LI,47.166000000000004,9.555373,0,0,0
3947,03/23/2020,liechtenstein,51,0,0,LI,47.166000000000004,9.555373,14,0,0
4119,03/24/2020,liechtenstein,51,0,0,LI,47.166000000000004,9.555373,0,0,0
4291,03/25/2020,liechtenstein,51,0,0,LI,47.166000000000004,9.555373,0,0,0
4466,03/26/2020,liechtenstein,56,0,0,LI,47.166000000000004,9.555373,5,0,0
4645,03/27/2020,liechtenstein,56,0,0,LI,47.166000000000004,9.555373,0,0,0
4820,03/28/2020,liechtenstein,56,0,0,LI,47.166000000000004,9.555373,0,0,0
1062,02/28/2020,lithuania,1,0,0,LT,55.169438,23.881275,1,0,0
1123,02/29/2020,lithuania,1,0,0,LT,55.169438,23.881275,0,0,0
1172,03/01/2020,lithuania,1,0,0,LT,55.169438,23.881275,0,0,0
1259,03/02/2020,lithuania,1,0,0,LT,55.169438,23.881275,0,0,0
1317,03/03/2020,lithuania,1,0,0,LT,55.169438,23.881275,0,0,0
1393,03/04/2020,lithuania,1,0,0,LT,55.169438,23.881275,0,0,0
1506,03/05/2020,lithuania,1,0,0,LT,55.169438,23.881275,0,0,0
1601,03/06/2020,lithuania,1,0,0,LT,55.169438,23.881275,0,0,0
1700,03/07/2020,lithuania,1,0,0,LT,55.169438,23.881275,0,0,0
1819,03/08/2020,lithuania,1,0,0,LT,55.169438,23.881275,0,0,0
1916,03/09/2020,lithuania,1,0,0,LT,55.169438,23.881275,0,0,0
1984,03/10/2020,lithuania,1,0,0,LT,55.169438,23.881275,0,0,0
2111,03/11/2020,lithuania,3,0,0,LT,55.169438,23.881275,2,0,0
2227,03/12/2020,lithuania,3,0,0,LT,55.169438,23.881275,0,0,0
2345,03/13/2020,lithuania,6,0,0,LT,55.169438,23.881275,3,0,0
2471,03/14/2020,lithuania,8,0,0,LT,55.169438,23.881275,2,0,0
2618,03/15/2020,lithuania,12,0,1,LT,55.169438,23.881275,4,1,0
2767,03/16/2020,lithuania,17,0,1,LT,55.169438,23.881275,5,0,0
2926,03/17/2020,lithuania,25,0,1,LT,55.169438,23.881275,8,0,0
3087,03/18/2020,lithuania,27,0,1,LT,55.169438,23.881275,2,0,0
3253,03/19/2020,lithuania,36,0,1,LT,55.169438,23.881275,9,0,0
3424,03/20/2020,lithuania,49,0,1,LT,55.169438,23.881275,13,0,0
3601,03/21/2020,lithuania,83,1,1,LT,55.169438,23.881275,34,0,1
3779,03/22/2020,lithuania,129,1,1,LT,55.169438,23.881275,46,0,0
3948,03/23/2020,lithuania,179,1,1,LT,55.169438,23.881275,50,0,0
4120,03/24/2020,lithuania,209,2,1,LT,55.169438,23.881275,30,0,1
4292,03/25/2020,lithuania,274,4,1,LT,55.169438,23.881275,65,0,2
4467,03/26/2020,lithuania,299,4,1,LT,55.169438,23.881275,25,0,0
4646,03/27/2020,lithuania,358,5,1,LT,55.169438,23.881275,59,0,1
4821,03/28/2020,lithuania,394,7,1,LT,55.169438,23.881275,36,0,2
1124,02/29/2020,luxembourg,1,0,0,LU,49.815273,6.129583,1,0,0
1187,03/01/2020,luxembourg,1,0,0,LU,49.815273,6.129583,0,0,0
1241,03/02/2020,luxembourg,1,0,0,LU,49.815273,6.129583,0,0,0
1315,03/03/2020,luxembourg,1,0,0,LU,49.815273,6.129583,0,0,0
1392,03/04/2020,luxembourg,1,0,0,LU,49.815273,6.129583,0,0,0
1486,03/05/2020,luxembourg,1,0,0,LU,49.815273,6.129583,0,0,0
1578,03/06/2020,luxembourg,2,0,0,LU,49.815273,6.129583,1,0,0
1678,03/07/2020,luxembourg,2,0,0,LU,49.815273,6.129583,0,0,0
1806,03/08/2020,luxembourg,3,0,0,LU,49.815273,6.129583,1,0,0
1889,03/09/2020,luxembourg,3,0,0,LU,49.815273,6.129583,0,0,0
1995,03/10/2020,luxembourg,5,0,0,LU,49.815273,6.129583,2,0,0
2110,03/11/2020,luxembourg,7,0,0,LU,49.815273,6.129583,2,0,0
2226,03/12/2020,luxembourg,19,0,0,LU,49.815273,6.129583,12,0,0
2344,03/13/2020,luxembourg,34,0,0,LU,49.815273,6.129583,15,0,0
2472,03/14/2020,luxembourg,51,1,0,LU,49.815273,6.129583,17,0,1
2619,03/15/2020,luxembourg,59,1,0,LU,49.815273,6.129583,8,0,0
2768,03/16/2020,luxembourg,77,1,0,LU,49.815273,6.129583,18,0,0
2927,03/17/2020,luxembourg,140,1,0,LU,49.815273,6.129583,63,0,0
3088,03/18/2020,luxembourg,203,2,0,LU,49.815273,6.129583,63,0,1
3254,03/19/2020,luxembourg,335,4,0,LU,49.815273,6.129583,132,0,2
3425,03/20/2020,luxembourg,484,4,0,LU,49.815273,6.129583,149,0,0
3602,03/21/2020,luxembourg,670,8,0,LU,49.815273,6.129583,186,0,4
3780,03/22/2020,luxembourg,798,8,6,LU,49.815273,6.129583,128,6,0
3949,03/23/2020,luxembourg,875,8,6,LU,49.815273,6.129583,77,0,0
4121,03/24/2020,luxembourg,1099,8,6,LU,49.815273,6.129583,224,0,0
4293,03/25/2020,luxembourg,1333,8,6,LU,49.815273,6.129583,234,0,0
4468,03/26/2020,luxembourg,1453,9,6,LU,49.815273,6.129583,120,0,1
4647,03/27/2020,luxembourg,1605,15,40,LU,49.815273,6.129583,152,34,6
4822,03/28/2020,luxembourg,1831,18,40,LU,49.815273,6.129583,226,0,3
2,01/22/2020,macau,1,0,0,MO,22.198745000000002,113.543873,1,0,0
17,01/23/2020,macau,2,0,0,MO,22.198745000000002,113.543873,1,0,0
30,01/24/2020,macau,2,0,0,MO,22.198745000000002,113.543873,0,0,0
44,01/25/2020,macau,2,0,0,MO,22.198745000000002,113.543873,0,0,0
57,01/26/2020,macau,5,0,0,MO,22.198745000000002,113.543873,3,0,0
73,01/27/2020,macau,6,0,0,MO,22.198745000000002,113.543873,1,0,0
92,01/28/2020,macau,7,0,0,MO,22.198745000000002,113.543873,1,0,0
110,01/29/2020,macau,7,0,0,MO,22.198745000000002,113.543873,0,0,0
131,01/30/2020,macau,7,0,0,MO,22.198745000000002,113.543873,0,0,0
166,01/31/2020,macau,7,0,0,MO,22.198745000000002,113.543873,0,0,0
193,02/01/2020,macau,7,0,0,MO,22.198745000000002,113.543873,0,0,0
220,02/02/2020,macau,8,0,0,MO,22.198745000000002,113.543873,1,0,0
247,02/03/2020,macau,8,0,0,MO,22.198745000000002,113.543873,0,0,0
275,02/04/2020,macau,10,0,0,MO,22.198745000000002,113.543873,2,0,0
292,02/05/2020,macau,10,0,0,MO,22.198745000000002,113.543873,0,0,0
330,02/06/2020,macau,10,0,1,MO,22.198745000000002,113.543873,0,1,0
360,02/07/2020,macau,10,0,1,MO,22.198745000000002,113.543873,0,0,0
389,02/08/2020,macau,10,0,1,MO,22.198745000000002,113.543873,0,0,0
417,02/09/2020,macau,10,0,1,MO,22.198745000000002,113.543873,0,0,0
447,02/10/2020,macau,10,0,1,MO,22.198745000000002,113.543873,0,0,0
476,02/11/2020,macau,10,0,1,MO,22.198745000000002,113.543873,0,0,0
504,02/12/2020,macau,10,0,2,MO,22.198745000000002,113.543873,0,1,0
533,02/13/2020,macau,10,0,3,MO,22.198745000000002,113.543873,0,1,0
564,02/14/2020,macau,10,0,3,MO,22.198745000000002,113.543873,0,0,0
594,02/15/2020,macau,10,0,3,MO,22.198745000000002,113.543873,0,0,0
624,02/16/2020,macau,10,0,5,MO,22.198745000000002,113.543873,0,2,0
655,02/17/2020,macau,10,0,5,MO,22.198745000000002,113.543873,0,0,0
684,02/18/2020,macau,10,0,5,MO,22.198745000000002,113.543873,0,0,0
715,02/19/2020,macau,10,0,5,MO,22.198745000000002,113.543873,0,0,0
745,02/20/2020,macau,10,0,6,MO,22.198745000000002,113.543873,0,1,0
765,02/21/2020,macau,10,0,6,MO,22.198745000000002,113.543873,0,0,0
797,02/22/2020,macau,10,0,6,MO,22.198745000000002,113.543873,0,0,0
832,02/23/2020,macau,10,0,6,MO,22.198745000000002,113.543873,0,0,0
865,02/24/2020,macau,10,0,6,MO,22.198745000000002,113.543873,0,0,0
902,02/25/2020,macau,10,0,7,MO,22.198745000000002,113.543873,0,1,0
951,02/26/2020,macau,10,0,7,MO,22.198745000000002,113.543873,0,0,0
1000,02/27/2020,macau,10,0,8,MO,22.198745000000002,113.543873,0,1,0
1059,02/28/2020,macau,10,0,8,MO,22.198745000000002,113.543873,0,0,0
1121,02/29/2020,macau,10,0,8,MO,22.198745000000002,113.543873,0,0,0
1166,03/01/2020,macau,10,0,8,MO,22.198745000000002,113.543873,0,0,0
1235,03/02/2020,macau,10,0,8,MO,22.198745000000002,113.543873,0,0,0
1312,03/03/2020,macau,10,0,9,MO,22.198745000000002,113.543873,0,1,0
1391,03/04/2020,macau,10,0,9,MO,22.198745000000002,113.543873,0,0,0
1479,03/05/2020,macau,10,0,9,MO,22.198745000000002,113.543873,0,0,0
1573,03/06/2020,macau,10,0,10,MO,22.198745000000002,113.543873,0,1,0
1672,03/07/2020,macau,10,0,10,MO,22.198745000000002,113.543873,0,0,0
1782,03/08/2020,macau,10,0,10,MO,22.198745000000002,113.543873,0,0,0
1869,03/09/2020,macau,10,0,10,MO,22.198745000000002,113.543873,0,0,0
1994,03/10/2020,macau,10,0,10,MO,22.198745000000002,113.543873,0,0,0
2109,03/11/2020,macau,10,0,10,MO,22.198745000000002,113.543873,0,0,0
2225,03/12/2020,macau,10,0,10,MO,22.198745000000002,113.543873,0,0,0
2343,03/13/2020,macau,10,0,10,MO,22.198745000000002,113.543873,0,0,0
2473,03/14/2020,macau,10,0,10,MO,22.198745000000002,113.543873,0,0,0
2620,03/15/2020,macau,10,0,10,MO,22.198745000000002,113.543873,0,0,0
2769,03/16/2020,macau,11,0,10,MO,22.198745000000002,113.543873,1,0,0
2928,03/17/2020,macau,12,0,10,MO,22.198745000000002,113.543873,1,0,0
3089,03/18/2020,macau,15,0,10,MO,22.198745000000002,113.543873,3,0,0
3255,03/19/2020,macau,17,0,10,MO,22.198745000000002,113.543873,2,0,0
3426,03/20/2020,macau,17,0,10,MO,22.198745000000002,113.543873,0,0,0
3603,03/21/2020,macau,18,0,10,MO,22.198745000000002,113.543873,1,0,0
3781,03/22/2020,macau,20,0,10,MO,22.198745000000002,113.543873,2,0,0
3950,03/23/2020,macau,24,0,10,MO,22.198745000000002,113.543873,4,0,0
4122,03/24/2020,macau,25,0,10,MO,22.198745000000002,113.543873,1,0,0
4294,03/25/2020,macau,30,0,10,MO,22.198745000000002,113.543873,5,0,0
4469,03/26/2020,macau,31,0,10,MO,22.198745000000002,113.543873,1,0,0
4648,03/27/2020,macau,33,0,10,MO,22.198745000000002,113.543873,2,0,0
4824,03/28/2020,macau,37,0,10,MO,22.198745000000002,113.543873,4,0,0
3427,03/20/2020,madagascar,3,0,0,MG,-18.766947000000002,46.869107,3,0,0
3604,03/21/2020,madagascar,3,0,0,MG,-18.766947000000002,46.869107,0,0,0
3782,03/22/2020,madagascar,3,0,0,MG,-18.766947000000002,46.869107,0,0,0
3951,03/23/2020,madagascar,12,0,0,MG,-18.766947000000002,46.869107,9,0,0
4123,03/24/2020,madagascar,17,0,0,MG,-18.766947000000002,46.869107,5,0,0
4295,03/25/2020,madagascar,19,0,0,MG,-18.766947000000002,46.869107,2,0,0
4471,03/26/2020,madagascar,23,0,0,MG,-18.766947000000002,46.869107,4,0,0
4649,03/27/2020,madagascar,26,0,0,MG,-18.766947000000002,46.869107,3,0,0
4825,03/28/2020,madagascar,26,0,0,MG,-18.766947000000002,46.869107,0,0,0
23,01/23/2020,malaysia,0,0,0,MY,4.210483999999999,101.97576600000001,0,0,0
48,01/25/2020,malaysia,3,0,0,MY,4.210483999999999,101.97576600000001,3,0,0
55,01/26/2020,malaysia,4,0,0,MY,4.210483999999999,101.97576600000001,1,0,0
71,01/27/2020,malaysia,4,0,0,MY,4.210483999999999,101.97576600000001,0,0,0
90,01/28/2020,malaysia,4,0,0,MY,4.210483999999999,101.97576600000001,0,0,0
108,01/29/2020,malaysia,7,0,0,MY,4.210483999999999,101.97576600000001,3,0,0
130,01/30/2020,malaysia,8,0,0,MY,4.210483999999999,101.97576600000001,1,0,0
164,01/31/2020,malaysia,8,0,0,MY,4.210483999999999,101.97576600000001,0,0,0
188,02/01/2020,malaysia,8,0,0,MY,4.210483999999999,101.97576600000001,0,0,0
210,02/02/2020,malaysia,8,0,0,MY,4.210483999999999,101.97576600000001,0,0,0
242,02/03/2020,malaysia,8,0,0,MY,4.210483999999999,101.97576600000001,0,0,0
270,02/04/2020,malaysia,10,0,0,MY,4.210483999999999,101.97576600000001,2,0,0
291,02/05/2020,malaysia,12,0,0,MY,4.210483999999999,101.97576600000001,2,0,0
331,02/06/2020,malaysia,12,0,0,MY,4.210483999999999,101.97576600000001,0,0,0
355,02/07/2020,malaysia,12,0,1,MY,4.210483999999999,101.97576600000001,0,1,0
378,02/08/2020,malaysia,16,0,1,MY,4.210483999999999,101.97576600000001,4,0,0
406,02/09/2020,malaysia,16,0,1,MY,4.210483999999999,101.97576600000001,0,0,0
442,02/10/2020,malaysia,18,0,1,MY,4.210483999999999,101.97576600000001,2,0,0
465,02/11/2020,malaysia,18,0,3,MY,4.210483999999999,101.97576600000001,0,2,0
493,02/12/2020,malaysia,18,0,3,MY,4.210483999999999,101.97576600000001,0,0,0
522,02/13/2020,malaysia,19,0,3,MY,4.210483999999999,101.97576600000001,1,0,0
553,02/14/2020,malaysia,19,0,3,MY,4.210483999999999,101.97576600000001,0,0,0
589,02/15/2020,malaysia,22,0,7,MY,4.210483999999999,101.97576600000001,3,4,0
612,02/16/2020,malaysia,22,0,7,MY,4.210483999999999,101.97576600000001,0,0,0
649,02/17/2020,malaysia,22,0,7,MY,4.210483999999999,101.97576600000001,0,0,0
672,02/18/2020,malaysia,22,0,13,MY,4.210483999999999,101.97576600000001,0,6,0
703,02/19/2020,malaysia,22,0,15,MY,4.210483999999999,101.97576600000001,0,2,0
734,02/20/2020,malaysia,22,0,15,MY,4.210483999999999,101.97576600000001,0,0,0
756,02/21/2020,malaysia,22,0,15,MY,4.210483999999999,101.97576600000001,0,0,0
796,02/22/2020,malaysia,22,0,15,MY,4.210483999999999,101.97576600000001,0,0,0
829,02/23/2020,malaysia,22,0,15,MY,4.210483999999999,101.97576600000001,0,0,0
852,02/24/2020,malaysia,22,0,18,MY,4.210483999999999,101.97576600000001,0,3,0
887,02/25/2020,malaysia,22,0,18,MY,4.210483999999999,101.97576600000001,0,0,0
932,02/26/2020,malaysia,22,0,18,MY,4.210483999999999,101.97576600000001,0,0,0
1003,02/27/2020,malaysia,23,0,18,MY,4.210483999999999,101.97576600000001,1,0,0
1040,02/28/2020,malaysia,23,0,18,MY,4.210483999999999,101.97576600000001,0,0,0
1091,02/29/2020,malaysia,25,0,18,MY,4.210483999999999,101.97576600000001,2,0,0
1164,03/01/2020,malaysia,29,0,18,MY,4.210483999999999,101.97576600000001,4,0,0
1234,03/02/2020,malaysia,29,0,18,MY,4.210483999999999,101.97576600000001,0,0,0
1310,03/03/2020,malaysia,36,0,22,MY,4.210483999999999,101.97576600000001,7,4,0
1389,03/04/2020,malaysia,50,0,22,MY,4.210483999999999,101.97576600000001,14,0,0
1477,03/05/2020,malaysia,50,0,22,MY,4.210483999999999,101.97576600000001,0,0,0
1571,03/06/2020,malaysia,83,0,22,MY,4.210483999999999,101.97576600000001,33,0,0
1670,03/07/2020,malaysia,93,0,23,MY,4.210483999999999,101.97576600000001,10,1,0
1774,03/08/2020,malaysia,99,0,24,MY,4.210483999999999,101.97576600000001,6,1,0
1883,03/09/2020,malaysia,117,0,24,MY,4.210483999999999,101.97576600000001,18,0,0
1992,03/10/2020,malaysia,129,0,24,MY,4.210483999999999,101.97576600000001,12,0,0
2107,03/11/2020,malaysia,149,0,26,MY,4.210483999999999,101.97576600000001,20,2,0
2223,03/12/2020,malaysia,149,0,26,MY,4.210483999999999,101.97576600000001,0,0,0
2341,03/13/2020,malaysia,197,0,26,MY,4.210483999999999,101.97576600000001,48,0,0
2475,03/14/2020,malaysia,238,0,35,MY,4.210483999999999,101.97576600000001,41,9,0
2622,03/15/2020,malaysia,428,0,42,MY,4.210483999999999,101.97576600000001,190,7,0
2772,03/16/2020,malaysia,566,0,42,MY,4.210483999999999,101.97576600000001,138,0,0
2930,03/17/2020,malaysia,673,2,49,MY,4.210483999999999,101.97576600000001,107,7,2
3091,03/18/2020,malaysia,790,2,60,MY,4.210483999999999,101.97576600000001,117,11,0
3258,03/19/2020,malaysia,900,2,75,MY,4.210483999999999,101.97576600000001,110,15,0
3429,03/20/2020,malaysia,1030,3,87,MY,4.210483999999999,101.97576600000001,130,12,1
3606,03/21/2020,malaysia,1183,4,114,MY,4.210483999999999,101.97576600000001,153,27,1
3793,03/22/2020,malaysia,1306,10,139,MY,4.210483999999999,101.97576600000001,123,25,6
3962,03/23/2020,malaysia,1518,14,159,MY,4.210483999999999,101.97576600000001,212,20,4
4113,03/24/2020,malaysia,1624,16,183,MY,4.210483999999999,101.97576600000001,106,24,2
4297,03/25/2020,malaysia,1796,20,199,MY,4.210483999999999,101.97576600000001,172,16,4
4472,03/26/2020,malaysia,2031,23,215,MY,4.210483999999999,101.97576600000001,235,16,3
4651,03/27/2020,malaysia,2161,26,259,MY,4.210483999999999,101.97576600000001,130,44,3
4827,03/28/2020,malaysia,2320,27,320,MY,4.210483999999999,101.97576600000001,159,61,1
1773,03/08/2020,maldives,4,0,0,MV,3.202778,73.22068,4,0,0
1882,03/09/2020,maldives,4,0,0,MV,3.202778,73.22068,0,0,0
1991,03/10/2020,maldives,6,0,0,MV,3.202778,73.22068,2,0,0
2106,03/11/2020,maldives,8,0,0,MV,3.202778,73.22068,2,0,0
2222,03/12/2020,maldives,8,0,0,MV,3.202778,73.22068,0,0,0
